symbol,Scientific Name,Common Name,Duration,Growth_Habit
ERSUS,Erigeron subtrinervis var. subtrinervis,threenerve fleabane,Perennial,Forb/herb
ERUI,Erigeron uintahensis,Uinta fleabane,Perennial,Forb/herb
ERUR2,Erigeron ursinus,Bear River fleabane,Perennial,Forb/herb
ERUT,Erigeron utahensis,Utah fleabane,Perennial,"Subshrub, Forb/herb"
ERUTS,Erigeron utahensis var. sparsifolius,Utah fleabane,Perennial,"Subshrub, Forb/herb"
ERUTU,Erigeron utahensis var. utahensis,Utah fleabane,Perennial,"Subshrub, Forb/herb"
ERVA3,Erigeron vagus,rambling fleabane,Perennial,Forb/herb
ERVE2,Erigeron vetensis,early bluetop fleabane,Perennial,Forb/herb
ERVR,Erigeron vreelandii,Vreeland's erigeron,Perennial,Forb/herb
ERWI2,Erigeron wilkenii,Dieter's erigeron,Perennial,Forb/herb
ERAC3,Eriogonum acaule,singlestem buckwheat,Perennial,Forb/herb
ERAL4,Eriogonum alatum,winged buckwheat,Perennial,"Subshrub, Forb/herb"
ERALA2,Eriogonum alatum var. alatum,winged buckwheat,Perennial,"Subshrub, Forb/herb"
ERBA5,Eriogonum batemanii,Bateman's buckwheat,Perennial,Forb/herb
ERBI,Eriogonum bicolor,pretty buckwheat,Perennial,"Subshrub, Shrub, Forb/herb"
ERBR9,Eriogonum brandegeei,Brandegee's buckwheat,Perennial,Forb/herb
ERBR5,Eriogonum brevicaule,shortstem buckwheat,Perennial,"Subshrub, Forb/herb"
ERBRB4,Eriogonum brevicaule var. brevicaule,shortstem buckwheat,Perennial,"Subshrub, Forb/herb"
ERCL2,Eriogonum clavellatum,Comb Wash buckwheat,Perennial,"Subshrub, Shrub, Forb/herb"
ERCO11,Eriogonum coloradense,Colorado buckwheat,Perennial,"Subshrub, Forb/herb"
ERCO13,Eriogonum contortum,grand buckwheat,Perennial,"Subshrub, Shrub, Forb/herb"
ERCO14,Eriogonum corymbosum,crispleaf buckwheat,Perennial,"Subshrub, Shrub"
ERCOC9,Eriogonum corymbosum var. corymbosum,crispleaf buckwheat,Perennial,"Subshrub, Shrub"
ERCOO,Eriogonum corymbosum var. orbiculatum,crispleaf buckwheat,Perennial,"Subshrub, Shrub"
ERCOV,Eriogonum corymbosum var. velutinum,crispleaf buckwheat,Perennial,"Subshrub, Shrub"
EREF,Eriogonum effusum,spreading buckwheat,Perennial,"Subshrub, Shrub"
EREFE,Eriogonum effusum var. effusum,spreading buckwheat,Perennial,"Subshrub, Shrub"
EREP,Eriogonum ephedroides,ephedra buckwheat,Perennial,Forb/herb
EREX2,Eriogonum exilifolium,dropleaf buckwheat,Perennial,Forb/herb
ERFL4,Eriogonum flavum,alpine golden buckwheat,Perennial,"Subshrub, Forb/herb"
ERFLF,Eriogonum flavum var. flavum,alpine golden buckwheat,Perennial,"Subshrub, Forb/herb"
ERHE2,Eriogonum heracleoides,parsnipflower buckwheat,Perennial,"Subshrub, Forb/herb"
ERHEH3,Eriogonum heracleoides var. heracleoides,parsnipflower buckwheat,Perennial,"Subshrub, Forb/herb"
ERJA,Eriogonum jamesii,James' buckwheat,Perennial,"Subshrub, Forb/herb"
ERJAF,Eriogonum jamesii var. flavescens,James' buckwheat,Perennial,"Subshrub, Forb/herb"
ERJAJ,Eriogonum jamesii var. jamesii,James' buckwheat,Perennial,"Subshrub, Forb/herb"
ERJAX,Eriogonum jamesii var. xanthum,James' buckwheat,Perennial,"Subshrub, Forb/herb"
ERLA3,Eriogonum lachnogynum,woollycup buckwheat,Perennial,"Subshrub, Forb/herb"
ERLAL5,Eriogonum lachnogynum var. lachnogynum,woollycup buckwheat,Perennial,"Forb/herb, Subshrub"
ERLE9,Eriogonum leptocladon,sand buckwheat,Perennial,"Subshrub, Shrub"
ERLEL,Eriogonum leptocladon var. leptocladon,sand buckwheat,Perennial,"Subshrub, Shrub"
ERLER,Eriogonum leptocladon var. ramosissimum,sand buckwheat,Perennial,"Subshrub, Shrub"
ERLE10,Eriogonum leptophyllum,slenderleaf buckwheat,Perennial,"Subshrub, Shrub"
ERLO4,Eriogonum lonchophyllum,spearleaf buckwheat,Perennial,"Subshrub, Shrub, Forb/herb"
ERLOF,Eriogonum lonchophyllum var. fendlerianum,spearleaf buckwheat,Perennial,"Subshrub, Shrub, Forb/herb"
ERLOI,Eriogonum lonchophyllum var. intermontanum,spearleaf buckwheat,Perennial,"Forb/herb, Shrub, Subshrub"
ERLOL3,Eriogonum lonchophyllum var. lonchophyllum,spearleaf buckwheat,Perennial,"Subshrub, Shrub, Forb/herb"
ERMI4,Eriogonum microthecum,slender buckwheat,Perennial,"Subshrub, Shrub"
ERMIL2,Eriogonum microthecum var. laxiflorum,slender buckwheat,Perennial,"Subshrub, Shrub"
ERMIS2,Eriogonum microthecum var. simpsonii,Simpson's buckwheat,Perennial,"Subshrub, Shrub"
EROV,Eriogonum ovalifolium,cushion buckwheat,Perennial,"Subshrub, Forb/herb"
EROVO5,Eriogonum ovalifolium var. ovalifolium,cushion buckwheat,Perennial,"Subshrub, Forb/herb"
EROVP2,Eriogonum ovalifolium var. purpureum,cushion buckwheat,Perennial,"Subshrub, Forb/herb"
ERPA9,Eriogonum pauciflorum,fewflower buckwheat,Perennial,"Subshrub, Forb/herb"
ERPAG,Eriogonum pauciflorum var. gnaphalodes,fewflower buckwheat,Perennial,"Subshrub, Forb/herb"
ERPE10,Eriogonum pelinophilum,clay-loving buckwheat,Perennial,"Forb/herb, Subshrub"
ERRA3,Eriogonum racemosum,redroot buckwheat,Perennial,"Subshrub, Forb/herb"
ERSH,Eriogonum shockleyi,Shockley's buckwheat,Perennial,Forb/herb
ERTE9,Eriogonum tenellum,tall buckwheat,Perennial,"Subshrub, Forb/herb"
ERTET,Eriogonum tenellum var. tenellum,tall buckwheat,Perennial,"Subshrub, Forb/herb"
ERTU2,Eriogonum tumulosum,Woodside buckwheat,Perennial,Forb/herb
ERUM,Eriogonum umbellatum,sulphur-flower buckwheat,Perennial,"Subshrub, Shrub, Forb/herb"
ERUMA3,Eriogonum umbellatum var. aureum,sulphur-flower buckwheat,Perennial,"Subshrub, Forb/herb"
ERUMM,Eriogonum umbellatum var. majus,sulphur-flower buckwheat,Perennial,"Subshrub, Forb/herb"
ERUMP2,Eriogonum umbellatum var. porteri,sulphur-flower buckwheat,Perennial,"Forb/herb, Shrub, Subshrub"
ERUMS2,Eriogonum umbellatum var. subaridum,sulphur-flower buckwheat,Perennial,"Subshrub, Shrub, Forb/herb"
ERUMU2,Eriogonum umbellatum var. umbellatum,sulphur-flower buckwheat,Perennial,"Subshrub, Forb/herb"
ERVI13,Eriogonum viridulum,clay hill buckwheat,Perennial,Forb/herb
ERPI5,Erioneuron pilosum,hairy woollygrass,Perennial,Graminoid
ERAL7,Eriophorum altaicum,whitebristle cottongrass,Perennial,Graminoid
ERALN,Eriophorum altaicum var. neogaeum,whitebristle cottongrass,Perennial,Graminoid
ERAN6,Eriophorum angustifolium,tall cottongrass,Perennial,Graminoid
ERANA3,Eriophorum angustifolium ssp. angustifolium,tall cottongrass,Perennial,Graminoid
ERCH7,Eriophorum chamissonis,Chamisso's cottongrass,Perennial,Graminoid
ERGR8,Eriophorum gracile,slender cottongrass,Perennial,Graminoid
ERGRG2,Eriophorum gracile var. gracile,slender cottongrass,Perennial,Graminoid
ERVI9,Eriophorum viridicarinatum,thinleaf cottonsedge,Perennial,Graminoid
ERNA,Eritrichium nanum,arctic alpine forget-me-not,Perennial,Forb/herb
ERNAA2,Eritrichium nanum var. argenteum,arctic alpine forget-me-not,Perennial,Forb/herb
ERNAE,Eritrichium nanum var. elongatum,arctic alpine forget-me-not,Perennial,Forb/herb
ERPL5,Eryngium planum,plains eryngo,Perennial,Forb/herb
ERGR9,Erythronium grandiflorum,yellow avalanche-lily,Perennial,Forb/herb
ERGRG3,Erythronium grandiflorum ssp. grandiflorum,yellow avalanche-lily,Perennial,Forb/herb
ESMI3,Escobaria missouriensis,Missouri foxtail cactus,Perennial,Shrub
ESVI2,Escobaria vivipara,spinystar,Perennial,Shrub
ESVIA,Escobaria vivipara var. arizonica,Arizona spinystar,Perennial,Shrub
ESVIR,Escobaria vivipara var. radiosa,spinystar,Perennial,Shrub
ESVIV,Escobaria vivipara var. vivipara,spinystar,Perennial,Shrub
EUEL2,Eucephalus elegans,elegant aster,Perennial,Forb/herb
EUEN,Eucephalus engelmannii,Engelmann's aster,Perennial,"Forb/herb, Subshrub"
EUBU5,Euonymus bungeanus,winterberry euonymus,Perennial,"Shrub, Tree"
EUBR,Euphorbia brachycera,horned spurge,Perennial,Forb/herb
EUCY2,Euphorbia cyparissias,cypress spurge,Perennial,Forb/herb
EUES,Euphorbia esula,leafy spurge,Perennial,Forb/herb
EUESE,Euphorbia esula var. esula,leafy spurge,Perennial,Forb/herb
EUESU,Euphorbia esula var. uralensis,Russian leafy spurge,Perennial,Forb/herb
EUSC6,Euphorbia schizoloba,Mojave spurge,Perennial,Forb/herb
EUGL19,Eurybia glauca,gray aster,Perennial,Forb/herb
EUGLG2,Eurybia glauca var. glauca,gray aster,Perennial,Forb/herb
EUHO4,Eurybia horrida,horrid herrickia,Perennial,Forb/herb
EUGR5,Euthamia graminifolia,flat-top goldentop,Perennial,Forb/herb
EUGRG,Euthamia graminifolia var. graminifolia,flat-top goldentop,Perennial,Forb/herb
EUGY,Euthamia gymnospermoides,Texas goldentop,Perennial,Forb/herb
EUOC4,Euthamia occidentalis,western goldentop,Perennial,Forb/herb
EUPE10,Eutrema penlandii,Penland's eutrema,Perennial,Forb/herb
EUTRO,Eutrochium,joe pye weed,Perennial,Forb/herb
EUMA9,Eutrochium maculatum,spotted joe pye weed,Perennial,Forb/herb
EUMAB4,Eutrochium maculatum var. bruneri,spotted joe pye weed,Perennial,Forb/herb
EVNU,Evolvulus nuttallianus,shaggy dwarf morning-glory,Perennial,"Subshrub, Forb/herb"
FAPA,Fallugia paradoxa,Apache plume,Perennial,Shrub
FERU,Fendlera rupicola,cliff fendlerbush,Perennial,Shrub
FEWR,Fendlera wrightii,Wright's fendlerbush,Perennial,Shrub
FEUT,Fendlerella utahensis,Utah fendlerbush,Perennial,Shrub
FEUTU,Fendlerella utahensis var. utahensis,Utah fendlerbush,Perennial,Shrub
FEAR2,Festuca arizonica,Arizona fescue,Perennial,Graminoid
FEBA,Festuca baffinensis,Baffin fescue,Perennial,Graminoid
FEBR,Festuca brachyphylla,alpine fescue,Perennial,Graminoid
FEBRC,Festuca brachyphylla ssp. coloradensis,Colorado fescue,Perennial,Graminoid
FECA6,Festuca calligera,southwest fescue,Perennial,Graminoid
FECA4,Festuca campestris,rough fescue,Perennial,Graminoid
FEDA,Festuca dasyclada,oil shale fescue,Perennial,Graminoid
FEEA3,Festuca earlei,Earle's fescue,Perennial,Graminoid
FEHA3,Festuca hallii,plains rough fescue,Perennial,Graminoid
FEID,Festuca idahoensis,Idaho fescue,Perennial,Graminoid
FEIDI2,Festuca idahoensis ssp. idahoensis,Idaho fescue,Perennial,Graminoid
FEMI3,Festuca minutiflora,smallflower fescue,Perennial,Graminoid
FERU2,Festuca rubra,red fescue,Perennial,Graminoid
FERUA3,Festuca rubra ssp. arenaria,red fescue,Perennial,Graminoid
FERUR2,Festuca rubra ssp. rubra,red fescue,Perennial,Graminoid
FESA,Festuca saximontana,Rocky Mountain fescue,Perennial,Graminoid
FESAP,Festuca saximontana var. purpusiana,Rocky Mountain fescue,Perennial,Graminoid
FESAS,Festuca saximontana var. saximontana,Rocky Mountain fescue,Perennial,Graminoid
FESO,Festuca sororia,ravine fescue,Perennial,Graminoid
FESU,Festuca subulata,bearded fescue,Perennial,Graminoid
FETH,Festuca thurberi,Thurber's fescue,Perennial,Graminoid
FIUL,Filipendula ulmaria,queen of the meadow,Perennial,Forb/herb
FIULD2,Filipendula ulmaria ssp. denudata,queen of the meadow,Perennial,Forb/herb
FIPU,Fimbristylis puberula,hairy fimbry,Perennial,Graminoid
FIPUI,Fimbristylis puberula var. interior,hairy fimbry,Perennial,Graminoid
FOPH2,Fontanesia phillyreoides,Syrian-privet,Perennial,Shrub
FOPHF,Fontanesia phillyreoides ssp. fortunei,Syrian-privet,Perennial,Shrub
FOPU2,Forestiera pubescens,stretchberry,Perennial,Shrub
FOPUP,Forestiera pubescens var. pubescens,stretchberry,Perennial,Shrub
FRVE,Fragaria vesca,woodland strawberry,Perennial,Forb/herb
FRVEB2,Fragaria vesca ssp. bracteata,woodland strawberry,Perennial,Forb/herb
FRVI,Fragaria virginiana,Virginia strawberry,Perennial,Forb/herb
FRVIG2,Fragaria virginiana ssp. glauca,Virginia strawberry,Perennial,Forb/herb
FRVIP2,Fragaria virginiana ssp. platypetala,Virginia strawberry,Perennial,Forb/herb
FRAL4,Frangula alnus,glossy buckthorn,Perennial,"Tree, Shrub"
FRBE2,Frangula betulifolia,beechleaf frangula,Perennial,"Tree, Shrub"
FRBEO,Frangula betulifolia ssp. obovata,obovate buckthorn,Perennial,Tree
FRJA,Frankenia jamesii,James' seaheath,Perennial,"Subshrub, Shrub"
FRAL5,Frasera albomarginata,desert frasera,Perennial,Forb/herb
FRCO7,Frasera coloradensis,Colorado frasera,Perennial,Forb/herb
FRPA2,Frasera paniculata,tufted frasera,Perennial,Forb/herb
FRSP,Frasera speciosa,elkweed,Perennial,Forb/herb
FRAM2,Fraxinus americana,white ash,Perennial,Tree
FRAN2,Fraxinus anomala,singleleaf ash,Perennial,"Tree, Shrub"
FRANA,Fraxinus anomala var. anomala,singleleaf ash,Perennial,"Tree, Shrub"
FRPE,Fraxinus pennsylvanica,green ash,Perennial,Tree
FRAT,Fritillaria atropurpurea,spotted fritillary,Perennial,Forb/herb
FRPU2,Fritillaria pudica,yellow fritillary,Perennial,Forb/herb
FUVA,Fumaria vaillantii,earthsmoke,Perennial,Forb/herb
FUCR,Funastrum crispum,wavyleaf twinevine,Perennial,"Forb/herb, Vine"
GAAR,Gaillardia aristata,blanketflower,Perennial,Forb/herb
GAPI,Gaillardia pinnatifida,red dome blanketflower,Perennial,"Subshrub, Forb/herb"
GAPIP2,Gaillardia pinnatifida var. pinnatifida,red dome blanketflower,Perennial,"Subshrub, Forb/herb"
GASP,Gaillardia spathulata,western blanketflower,Perennial,Forb/herb
GAOF,Galega officinalis,professor-weed,Perennial,"Subshrub, Forb/herb"
GABO2,Galium boreale,northern bedstraw,Perennial,"Subshrub, Forb/herb"
GACO2,Galium coloradoense,Colorado bedstraw,Perennial,"Subshrub, Forb/herb"
GAME3,Galium mexicanum,Mexican bedstraw,Perennial,"Vine, Forb/herb"
GAMEA,Galium mexicanum ssp. asperrimum,Mexican bedstraw,Perennial,"Vine, Forb/herb"
GAOD3,Galium odoratum,sweetscented bedstraw,Perennial,Forb/herb
GATR2,Galium trifidum,threepetal bedstraw,Perennial,"Vine, Forb/herb"
GATRS2,Galium trifidum ssp. subbiflorum,threepetal bedstraw,Perennial,"Vine, Forb/herb"
GATRT5,Galium trifidum ssp. trifidum,threepetal bedstraw,Perennial,"Vine, Forb/herb"
GATR3,Galium triflorum,fragrant bedstraw,Perennial,"Forb/herb, Vine"
GAVE,Galium verum,Yellow Spring bedstraw,Perennial,"Vine, Forb/herb"
GAVEV,Galium verum var. verum,Yellow Spring bedstraw,Perennial,"Forb/herb, Vine"
GAHU,Gaultheria humifusa,alpine spicywintergreen,Perennial,"Subshrub, Shrub"
GEAF,Gentiana affinis,pleated gentian,Perennial,Forb/herb
GEAL2,Gentiana algida,whitish gentian,Perennial,Forb/herb
GEAN,Gentiana andrewsii,closed bottle gentian,Perennial,Forb/herb
GEANA,Gentiana andrewsii var. andrewsii,closed bottle gentian,Perennial,Forb/herb
GEPA,Gentiana parryi,Parry's gentian,Perennial,Forb/herb
GEBA2,Gentianopsis barbellata,perennial fringed gentian,Perennial,Forb/herb
GEAT2,Geranium atropurpureum,western purple cranesbill,Perennial,Forb/herb
GEATA,Geranium atropurpureum var. atropurpureum,western purple cranesbill,Perennial,Forb/herb
GEATC,Geranium atropurpureum var. cowenii,western purple cranesbill,Perennial,Forb/herb
GECA3,Geranium caespitosum,pineywoods geranium,Perennial,"Subshrub, Forb/herb"
GECAC3,Geranium caespitosum var. caespitosum,pineywoods geranium,Perennial,"Subshrub, Forb/herb"
GECAF,Geranium caespitosum var. fremontii,Fremont's geranium,Perennial,"Subshrub, Forb/herb"
GECAP2,Geranium caespitosum var. parryi,Parry's geranium,Perennial,"Subshrub, Forb/herb"
GEIB,Geranium ibericum,Iberian geranium,Perennial,Forb/herb
GERI,Geranium richardsonii,Richardson's geranium,Perennial,Forb/herb
GEAL3,Geum aleppicum,yellow avens,Perennial,Forb/herb
GEMA4,Geum macrophyllum,largeleaf avens,Perennial,Forb/herb
GEMAP,Geum macrophyllum var. perincisum,largeleaf avens,Perennial,Forb/herb
GERI2,Geum rivale,purple avens,Perennial,Forb/herb
GERO2,Geum rossii,Ross' avens,Perennial,Forb/herb
GEROT,Geum rossii var. turbinatum,Ross' avens,Perennial,Forb/herb
GETR,Geum triflorum,old man's whiskers,Perennial,Forb/herb
GETRC2,Geum triflorum var. ciliatum,old man's whiskers,Perennial,Forb/herb
GETRT,Geum triflorum var. triflorum,old man's whiskers,Perennial,Forb/herb
GLCA2,Glandularia canadensis,rose mock vervain,Perennial,Forb/herb
GLGO,Glandularia gooddingii,southwestern mock vervain,Perennial,Forb/herb
GLMA,Glaux maritima,sea milkwort,Perennial,Forb/herb
GLHE2,Glechoma hederacea,ground ivy,Perennial,Forb/herb
GLTR,Gleditsia triacanthos,honeylocust,Perennial,"Tree, Shrub"
GLSP,Glossopetalon spinescens,spiny greasebush,Perennial,"Subshrub, Shrub"
GLSPM,Glossopetalon spinescens var. meionandrum,spiny greasebush,Perennial,"Subshrub, Shrub"
GLSPP2,Glossopetalon spinescens var. planitierum,plains greasebush,Perennial,"Shrub, Subshrub"
GLBO,Glyceria borealis,small floating mannagrass,Perennial,Graminoid
GLGR,Glyceria grandis,American mannagrass,Perennial,Graminoid
GLGRG,Glyceria grandis var. grandis,American mannagrass,Perennial,Graminoid
GLST,Glyceria striata,fowl mannagrass,Perennial,Graminoid
GLLE3,Glycyrrhiza lepidota,American licorice,Perennial,Forb/herb
GOOB2,Goodyera oblongifolia,western rattlesnake plantain,Perennial,Forb/herb
GORE2,Goodyera repens,lesser rattlesnake plantain,Perennial,Forb/herb
GRSP,Grayia spinosa,spiny hopsage,Perennial,"Subshrub, Shrub"
GRAC,Grindelia acutifolia,sharpleaf gumweed,Perennial,Forb/herb
GRAR2,Grindelia arizonica,Arizona gumweed,Perennial,Forb/herb
GRARS,Grindelia arizonica var. stenophylla,Arizona gumweed,Perennial,Forb/herb
GRDE,Grindelia decumbens,reclined gumweed,Perennial,Forb/herb
GRDED,Grindelia decumbens var. decumbens,reclined gumweed,Perennial,Forb/herb
GRDES,Grindelia decumbens var. subincisa,reclined gumweed,Perennial,Forb/herb
GRFA,Grindelia fastigiata,pointed gumweed,Perennial,Forb/herb
GRIN2,Grindelia inornata,Colorado gumweed,Perennial,Forb/herb
GRINA,Grindelia inornata var. angusta,Colorado gumweed,Perennial,Forb/herb
GRINI,Grindelia inornata var. inornata,Colorado gumweed,Perennial,Forb/herb
GUDE,Guilleminea densa,small matweed,Perennial,Forb/herb
GUDED,Guilleminea densa var. densa,small matweed,Perennial,Forb/herb
GUEL2,Gutierrezia elegans,Lone Mesa snakeweed,Perennial,Subshrub
GUMI,Gutierrezia microcephala,threadleaf snakeweed,Perennial,"Subshrub, Shrub"
GUSA2,Gutierrezia sarothrae,broom snakeweed,Perennial,"Subshrub, Shrub, Forb/herb"
GYBR2,Gymnocarpium ×brittonianum,oakfern,Perennial,Forb/herb
GYDI2,Gymnocarpium disjunctum,Pacific oakfern,Perennial,Forb/herb
GYDR,Gymnocarpium dryopteris,western oakfern,Perennial,Forb/herb
GYPA,Gypsophila paniculata,baby's breath,Perennial,Forb/herb
GYSC,Gypsophila scorzonerifolia,garden baby's-breath,Perennial,Forb/herb
HAGR10,Hackelia gracilenta,Mesa Verde stickseed,Perennial,Forb/herb
HAMI,Hackelia micrantha,Jessica sticktight,Perennial,Forb/herb
HAGR4,Haploesthes greggii,false broomweed,Perennial,"Subshrub, Shrub, Forb/herb"
HAGRT,Haploesthes greggii var. texana,Texas false broomweed,Perennial,"Subshrub, Shrub, Forb/herb"
HATR,Harbouria trachypleura,whiskbroom parsley,Perennial,Forb/herb
HEBO,Hedysarum boreale,Utah sweetvetch,Perennial,Forb/herb
HEBOB,Hedysarum boreale ssp. boreale,Utah sweetvetch,Perennial,Forb/herb
HEBOB2,Hedysarum boreale ssp. boreale var. boreale,Utah sweetvetch,Perennial,Forb/herb
HEOC,Hedysarum occidentale,western sweetvetch,Perennial,Forb/herb
HEOCC,Hedysarum occidentale var. canone,western sweetvetch,Perennial,Forb/herb
HEOCO2,Hedysarum occidentale var. occidentale,western sweetvetch,Perennial,Forb/herb
HEAU,Helenium autumnale,common sneezeweed,Perennial,Forb/herb
HEAUM,Helenium autumnale var. montanum,mountain sneezeweed,Perennial,Forb/herb
HEMI2,Helianthella microcephala,purpledisk helianthella,Perennial,Forb/herb
HEPA,Helianthella parryi,Parry's dwarf-sunflower,Perennial,Forb/herb
HEQU2,Helianthella quinquenervis,fivenerve helianthella,Perennial,Forb/herb
HEUN,Helianthella uniflora,oneflower helianthella,Perennial,Forb/herb
HEUNU,Helianthella uniflora var. uniflora,oneflower helianthella,Perennial,Forb/herb
HEBI2,Helianthemum bicknellii,hoary frostweed,Perennial,"Subshrub, Forb/herb"
HECI,Helianthus ciliaris,Texas blueweed,Perennial,Forb/herb
HEMA2,Helianthus maximiliani,Maximilian sunflower,Perennial,Forb/herb
HENU,Helianthus nuttallii,Nuttall's sunflower,Perennial,Forb/herb
HENUN,Helianthus nuttallii ssp. nuttallii,Nuttall's sunflower,Perennial,Forb/herb
HENUR,Helianthus nuttallii ssp. rydbergii,Rydberg's sunflower,Perennial,Forb/herb
HEOR,Helianthus ×orgyaloides,sunflower,Perennial,Forb/herb
HEPA19,Helianthus pauciflorus,stiff sunflower,Perennial,Forb/herb
HEPAS,Helianthus pauciflorus ssp. subrhomboideus,stiff sunflower,Perennial,Forb/herb
HEPU3,Helianthus pumilus,little sunflower,Perennial,Forb/herb
HETU,Helianthus tuberosus,Jerusalem artichoke,Perennial,Forb/herb
HEMO3,Helictotrichon mortonianum,Morton's alpine oatgrass,Perennial,Graminoid
HEMU3,Heliomeris multiflora,showy goldeneye,Perennial,"Subshrub, Forb/herb"
HEMUM,Heliomeris multiflora var. multiflora,showy goldeneye,Perennial,"Subshrub, Forb/herb"
HEMUN,Heliomeris multiflora var. nevadensis,Nevada goldeneye,Perennial,Forb/herb
HEHE5,Heliopsis helianthoides,smooth oxeye,Perennial,Forb/herb
HEHEO,Heliopsis helianthoides var. occidentalis,smooth oxeye,Perennial,Forb/herb
HEFU,Hemerocallis fulva,orange daylily,Perennial,Forb/herb
HEMA80,Heracleum maximum,common cowparsnip,Perennial,Forb/herb
HEPU6,Hesperochiron pumilus,dwarf hesperochiron,Perennial,Forb/herb
HECO26,Hesperostipa comata,needle and thread,Perennial,Graminoid
HECOC8,Hesperostipa comata ssp. comata,needle and thread,Perennial,Graminoid
HECOI,Hesperostipa comata ssp. intermedia,intermediate needle and thread,Perennial,Graminoid
HENE5,Hesperostipa neomexicana,New Mexico feathergrass,Perennial,Graminoid
HESP11,Hesperostipa spartea,porcupinegrass,Perennial,Graminoid
HEFU3,Heterotheca fulcrata,rockyscree false goldenaster,Perennial,"Subshrub, Forb/herb"
HEFUA2,Heterotheca fulcrata var. amplifolia,rockyscree false goldenaster,Perennial,Forb/herb
HEFUF,Heterotheca fulcrata var. fulcrata,rockyscree false goldenaster,Perennial,"Subshrub, Forb/herb"
HEPU14,Heterotheca pumila,alpine false goldenaster,Perennial,Forb/herb
HEST3,Heterotheca stenophylla,stiffleaf false goldenaster,Perennial,"Subshrub, Forb/herb"
HESTA,Heterotheca stenophylla var. angustifolia,stiffleaf false goldenaster,Perennial,"Forb/herb, Subshrub"
HESTS,Heterotheca stenophylla var. stenophylla,stiffleaf false goldenaster,Perennial,"Forb/herb, Subshrub"
HEVI4,Heterotheca villosa,hairy false goldenaster,Perennial,"Subshrub, Forb/herb"
HEVIF,Heterotheca villosa var. foliosa,hairy false goldenaster,Perennial,Forb/herb
HEVIM3,Heterotheca villosa var. minor,hairy false goldenaster,Perennial,"Forb/herb, Subshrub"
HEVIN,Heterotheca villosa var. nana,hairy false goldenaster,Perennial,"Forb/herb, Subshrub"
HEVIP,Heterotheca villosa var. pedunculata,hairy false goldenaster,Perennial,Forb/herb
HEVIS,Heterotheca villosa var. scabra,hairy false goldenaster,Perennial,"Forb/herb, Subshrub"
HEVIV,Heterotheca villosa var. villosa,hairy false goldenaster,Perennial,"Subshrub, Forb/herb"
HEZI,Heterotheca zionensis,Zion false goldenaster,Perennial,Forb/herb
HEBR2,Heuchera bracteata,bracted alumroot,Perennial,Forb/herb
HEHA2,Heuchera hallii,Front Range alumroot,Perennial,Forb/herb
HEPA11,Heuchera parvifolia,littleleaf alumroot,Perennial,Forb/herb
HEPAF,Heuchera parvifolia var. flavescens,littleleaf alumroot,Perennial,Forb/herb
HEPAM,Heuchera parvifolia var. major,littleleaf alumroot,Perennial,Forb/herb
HEPAM2,Heuchera parvifolia var. microcarpa,littleleaf alumroot,Perennial,Forb/herb
HEPAN,Heuchera parvifolia var. nivalis,littleleaf alumroot,Perennial,Forb/herb
HEPAP6,Heuchera parvifolia var. parvifolia,littleleaf alumroot,Perennial,Forb/herb
HEPAU,Heuchera parvifolia var. utahensis,Utah alumroot,Perennial,Forb/herb
HERI,Heuchera richardsonii,Richardson's alumroot,Perennial,Forb/herb
HERU,Heuchera rubescens,pink alumroot,Perennial,Forb/herb
HERUR2,Heuchera rubescens var. rubescens,pink alumroot,Perennial,Forb/herb
HERUV,Heuchera rubescens var. versicolor,pink alumroot,Perennial,Forb/herb
HIAL2,Hieracium albiflorum,white hawkweed,Perennial,Forb/herb
HIAU,Hieracium aurantiacum,orange hawkweed,Perennial,Forb/herb
HIFE,Hieracium fendleri,yellow hawkweed,Perennial,Forb/herb
HIFEF,Hieracium fendleri var. fendleri,yellow hawkweed,Perennial,Forb/herb
HIGR,Hieracium gracile,slender hawkweed,Perennial,Forb/herb
HIGRD,Hieracium gracile var. detonsum,low alpine hawkweed,Perennial,Forb/herb
HIGRG,Hieracium gracile var. gracile,slender hawkweed,Perennial,Forb/herb
HIUM,Hieracium umbellatum,narrowleaf hawkweed,Perennial,Forb/herb
HIHI,Hierochloe hirta,northern sweetgrass,Perennial,Graminoid
HIHIA,Hierochloe hirta ssp. arctica,northern sweetgrass,Perennial,Graminoid
HIVU2,Hippuris vulgaris,common mare's-tail,Perennial,Forb/herb
HODR,Hoffmannseggia drepanocarpa,sicklepod holdback,Perennial,"Forb/herb, Subshrub"
HOGL2,Hoffmannseggia glauca,Indian rushpea,Perennial,"Subshrub, Forb/herb"
HORE,Hoffmannseggia repens,creeping nicker,Perennial,Forb/herb
HOLA,Holcus lanatus,common velvetgrass,Perennial,Graminoid
HODI,Holodiscus discolor,oceanspray,Perennial,Shrub
HODU,Holodiscus dumosus,rockspirea,Perennial,Shrub
HOBR2,Hordeum brachyantherum,meadow barley,Perennial,Graminoid
HOBRB2,Hordeum brachyantherum ssp. brachyantherum,meadow barley,Perennial,Graminoid
HOJU,Hordeum jubatum,foxtail barley,Perennial,Graminoid
HOJUI,Hordeum jubatum ssp. intermedium,intermediate barley,Perennial,Graminoid
HOJUJ,Hordeum jubatum ssp. jubatum,foxtail barley,Perennial,Graminoid
HULU,Humulus lupulus,common hop,Perennial,"Vine, Forb/herb"
